Round,TeamA,TeamB,GoalsA,GoalsB,Year
21,HapPT,BeiYe,0,1,2011
21,HapHa,HapTA,3,0,2011
22,BeiYe,MemAs,1,0,2011
22,HapBS,HapHa,2,0,2011
22,HapAc,HapPT,3,1,2011
22,HapTA,MacNa,7,3,2011
22,MacPT,BneSa,1,3,2011
22,HapKS,HapRS,4,0,2011
22,BneTA,HapRL,1,0,2011
22,MacHa,MacTA,2,1,2011
23,BneSa,BneTA,2,2,2011
23,MemAs,HapAc,1,1,2011
23,MacHa,HapBS,3,1,2011
23,MacNa,HapHa,1,1,2011
23,HapRL,BeiYe,2,0,2011
23,HapRS,MacPT,0,1,2011
23,HapPT,HapTA,2,3,2011
23,MacTA,HapKS,1,1,2011
24,BeiYe,BneSa,0,3,2011
24,BneTA,HapRS,1,1,2011
24,HapBS,MacNa,1,2,2011
24,HapHa,HapPT,2,2,2011
24,HapAc,HapRL,2,2,2011
24,HapTA,MemAs,0,0,2011
24,MacPT,MacTA,2,1,2011
24,HapKS,MacHa,1,0,2011
25,BneSa,HapAc,2,1,2011
25,HapPT,MacNa,3,1,2011
25,MemAs,HapHa,3,2,2011
25,MacTA,BneTA,0,1,2011
25,HapRL,HapTA,1,2,2011
25,HapRS,BeiYe,2,0,2011
25,HapKS,HapBS,1,1,2011
25,MacHa,MacPT,4,1,2011
26,HapBS,HapPT,1,2,2011
26,HapHa,HapRL,3,2,2011
26,HapAc,HapRS,2,0,2011
26,HapTA,BneSa,0,0,2011
26,MacNa,MemAs,1,0,2011
26,MacPT,HapKS,0,2,2011
26,BneTA,MacHa,0,0,2011
26,BeiYe,MacTA,0,0,2011
27,MemAs,HapPT,1,1,2011
27,MacPT,HapBS,1,2,2011
27,MacTA,HapAc,2,0,2011
27,HapRL,MacNa,0,0,2011
27,HapRS,HapTA,1,1,2011
27,HapKS,BneTA,1,0,2011
27,MacHa,BeiYe,1,0,2011
27,BneSa,HapHa,0,1,2011
28,BeiYe,HapKS,1,0,2011
28,BneTA,MacPT,2,2,2011
28,HapBS,MemAs,2,1,2011
28,HapHa,HapRS,2,0,2011
28,HapPT,HapRL,0,1,2011
28,MacNa,BneSa,3,1,2011
28,HapAc,MacHa,0,1,2011
28,HapTA,MacTA,0,1,2011
29,BneTA,HapBS,5,1,2011
29,BneSa,HapPT,3,0,2011
29,MacPT,BeiYe,2,3,2011
29,HapRL,MemAs,2,1,2011
29,HapRS,MacNa,0,1,2011
29,HapKS,HapAc,2,0,2011
29,MacTA,HapHa,2,0,2011
29,MacHa,HapTA,1,4,2011
30,HapBS,HapRL,2,1,2011
30,HapHa,MacHa,1,1,2011
30,HapAc,MacPT,0,0,2011
30,HapPT,HapRS,1,1,2011
30,MemAs,BneSa,3,3,2011
30,MacNa,MacTA,3,0,2011
30,HapTA,HapKS,2,2,2011
30,BeiYe,BneTA,2,1,2011
31,BneSa,MacHa,0,2,2011
31,HapHa,HapBS,2,1,2011
31,HapAc,HapPT,2,3,2011
31,HapTA,MacTA,0,0,2011
31,MemAs,MacNa,0,2,2011
31,HapRS,HapRL,5,2,2011
31,BeiYe,MacPT,3,1,2011
31,HapKS,BneTA,0,1,2011
32,BneTA,MacNa,1,0,2011
32,HapAc,HapRS,2,0,2011
32,HapPT,HapBS,1,1,2011
32,MacPT,HapHa,2,1,2011
32,MacTA,BneSa,5,2,2011
32,HapRL,BeiYe,1,2,2011
32,MacHa,MemAs,3,0,2011
32,HapKS,HapTA,0,0,2011
33,BneSa,HapKS,5,0,2011
33,HapHa,HapRL,2,0,2011
33,HapTA,BneTA,3,3,2011
33,MemAs,MacTA,1,1,2011
33,MacNa,MacHa,1,0,2011
33,HapRS,HapPT,2,1,2011
33,BeiYe,HapAc,1,0,2011
33,HapBS,MacPT,1,0,2011
34,BneTA,MacHa,2,1,2011
34,HapAc,HapHa,0,0,2011
34,HapPT,MacPT,0,1,2011
34,HapTA,BneSa,3,1,2011
34,HapRL,HapBS,0,1,2011
34,HapKS,MemAs,1,0,2011
34,HapRS,BeiYe,0,1,2011
34,MacTA,MacNa,1,0,2011
35,BeiYe,HapPT,2,0,2011
35,BneSa,BneTA,0,3,2011
35,HapBS,HapAc,1,3,2011
35,HapHa,HapRS,1,1,2011
35,MemAs,HapTA,0,2,2011
35,MacNa,HapKS,1,3,2011
35,MacPT,HapRL,2,1,2011
35,MacHa,MacTA,2,1,2011
36,BeiYe,HapHa,0,0,2011
36,BneSa,MemAs,1,2,2011
36,HapAc,MacPT,1,2,2011
36,HapPT,HapRL,2,0,2011
36,HapTA,MacNa,1,3,2011
36,HapRS,HapBS,0,0,2011
36,BneTA,MacTA,4,3,2011
36,HapKS,MacHa,0,1,2011
37,HapBS,BeiYe,3,1,2011
37,HapHa,HapPT,2,1,2011
37,MemAs,BneTA,2,1,2011
37,MacHa,HapTA,1,1,2011
37,MacNa,BneSa,3,2,2011
37,MacPT,HapRS,0,0,2011
37,MacTA,HapKS,3,2,2011
37,HapRL,HapAc,1,2,2011
